employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
65,Laboratory Technician,Research & Development,0.9176589578295218,High,,,,19,"Reading Comprehension, Speaking, Mathematics, Science, Monitoring, Billing software, Commercial plate reader software, Data entry software, Database software, FileMaker Pro, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft Office software, Minitab, National Instruments LabVIEW, SAP software, Test result delivery software, Test routing software",FileMaker Pro Database Development
68,Sales Executive,Sales,0.6332279320311146,Medium,,,,40,"Active Listening, Mathematics, Critical Thinking, Learning Strategies, Ab Initio, Apache Struts, Atlassian JIRA, Autodesk AutoCAD, C++, Cisco Systems VPN Client, Database management software, Docker, Extensible hypertext markup language XHTML, Firewall software, Google Cloud software, Google Workspace software, Graphics software, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, JavaScript, Linux, Microsoft Access, Microsoft Azure software, Microsoft Office Live Meeting, Microsoft Office software, Microsoft SharePoint, Microsoft Visio, NortonLifeLock cybersecurity software, Perl, R, React, RESTful API, Salesforce software, Single sign-on SSO, Splunk Enterprise, Structured query language SQL, Teradata Database, Voice over internet protocol VoIP system software, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
70,Healthcare Representative,Research & Development,0.3910907829895331,Low,,,,16,"Science, Active Learning, Admissions, discharge, and transfer ADT software, Database software, eClinicalWorks EHR software, Epic EpicCare Inpatient Clinical System, Epic Systems software, FaceTime, Google Docs, Manhattan Cross Cultural Group Quality Interactions, Microsoft Access, Microsoft Exchange, Microsoft Word, Pemimic Patient Relations Suite, Scheduling software, Web browser software",SQL Querying for Beginners
72,Sales Executive,Sales,0.8909669327177615,High,,,,61,"Reading Comprehension, Mathematics, Science, Critical Thinking, Active Learning, Monitoring, Ab Initio, Ansible software, Apache Cassandra, Apache Hadoop, Apache HBase, Apache Struts, Atlassian JIRA, Autodesk AutoCAD, Border Gateway Protocol BGP, C, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise application integration EAI software, Extensible markup language XML, Google Cloud software, Google Workspace software, Hewlett Packard HP-UX, IBM Cognos Impromptu, IBM DB2, JavaScript, Kubernetes, MapReduce big data software, McAfee, Microsoft Access, Microsoft Active Directory, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Visio, Microsoft Windows Server, Microsoft Word, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Oracle Java, Oracle PeopleSoft, Platform as a service PaaS, R, Ruby, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP software, Security assertion markup language SAML, Shell script, Software as a service SaaS, Splunk Enterprise, Teradata Database, Web browser software",Enterprise Resource Planning with SAP
73,Research Director,Research & Development,0.16880312721476773,Low,,,,20,"Active Listening, Writing, Science, Active Learning, Monitoring, Adobe Acrobat, IBM Lotus 1-2-3, Integrated development environment IDE software, Laboratory information management system LIMS, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Visio, Microsoft Word, Oracle Database, StataCorp Stata, Structured query language SQL, The MathWorks MATLAB, Web browser software",Designing High-Impact PowerPoint Presentations
74,Sales Executive,Sales,0.48123502763095183,Medium,,,,36,"Active Listening, Mathematics, Ansible software, Apache Cassandra, Apache Struts, Apple iOS, C, Citrix cloud computing software, Extensible markup language XML, Graphics software, IBM Cognos Impromptu, IBM Domino, Linux, MapReduce big data software, McAfee, Microsoft Access, Microsoft Active Directory, Microsoft Project, Microsoft SQL Server, Microsoft Windows Server, MicroStrategy, MicroStrategy Desktop, Oracle Database, Oracle PeopleSoft, Oracle Solaris, PHP, Platform as a service PaaS, R, RESTful API, Sales analysis software, SAP Adaptive Server Enterprise, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Splunk Enterprise, UNIX",Enterprise Resource Planning with SAP
75,Laboratory Technician,Research & Development,0.8868527873517078,High,,,,19,"Reading Comprehension, Active Listening, Speaking, Mathematics, Active Learning, Monitoring, Billing software, Data entry software, Electronic medical record EMR software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, Microsoft Office software, National Instruments LabVIEW, Quizlet, Reimbursement screening software, SAP software, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory",FileMaker Pro Database Development
76,Laboratory Technician,Research & Development,0.08149424017172145,Low,,,,20,"Mathematics, Science, Critical Thinking, Learning Strategies, Commercial plate reader software, Electronic medical record EMR software, FileMaker Pro, Laboratory information system LIS, Medical digital imaging software, Medical system integration software, MEDITECH software, Microsoft Excel, Minitab, National Instruments LabVIEW, Quality control software, Quizlet, SAP software, Specimen tracking software, Test result delivery software, Test routing software",FileMaker Pro Database Development
77,Manufacturing Director,Research & Development,0.027866845179723293,Low,,,,24,"Speaking, Learning Strategies, ABB Optimize IT Predict & Control, Computer integrated manufacturing CIM warehouse shipping manager software, Distributed control system DCS, Email software, Employee performance management system, Industrial production manager and stock control software, Intuit QuickBooks, JamBoard, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Minitab, NetSuite ERP, Oracle PeopleSoft, ProcessPro Premier, Prosys Open Platform Communications unified architecture software, Qlik Tech QlikView, QUMAS quality management solution software, SAP Business Objects, Statistical process control SPC software, WorkTech MAXIMO, YouTube",Designing High-Impact PowerPoint Presentations
78,Manufacturing Director,Research & Development,0.42512337190588734,Medium,,,,24,"Active Listening, Writing, Science, Active Learning, ABB Optimize IT Predict & Control, Adobe Photoshop, AVEVA InTouch HMI, Email software, Exact Software JobBOSS, Financial planning software, IBM Rational ClearQuest, Industrial production manager and stock control software, Intuit QuickBooks, Microsoft Office software, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Plant management software, ProcessPro Premier, QUMAS quality management solution software, SAP Business Objects, Scadex Technologies MAESTRO, Web browser software, WorkSchedule.net, WorkTech MAXIMO",Enterprise Resource Planning with SAP
79,Laboratory Technician,Research & Development,0.7204305613977802,High,,,,22,"Active Listening, Writing, Active Learning, Learning Strategies, Commercial plate reader software, Data entry software, Electronic medical record EMR software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, IBM Notes, Laboratory information system LIS, Medical digital imaging software, Microscopic image capturing software, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Minitab, Quality control software, Sunquest Information Systems Sunquest Laboratory",FileMaker Pro Database Development
80,Research Director,Research & Development,0.39380165341616724,Low,,,,20,"Reading Comprehension, Writing, Speaking, Mathematics, Critical Thinking, Learning Strategies, Monitoring, Adobe Acrobat, Adobe Photoshop, ESRI ArcGIS software, Graphics software, IBM Lotus 1-2-3, Laboratory information management system LIMS, Microsoft Excel, Microsoft Office software, Microsoft Outlook, R, SAP Business Objects, SAS, StataCorp Stata",Enterprise Resource Planning with SAP
81,Sales Executive,Sales,0.4672335933646364,Medium,,,,47,"Active Listening, Mathematics, Science, Learning Strategies, Apache Cassandra, Apache HBase, Apple iOS, Border Gateway Protocol BGP, C, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, IBM Cognos Impromptu, Kubernetes, Linux, Management information systems MIS, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Exchange, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Teams, Microsoft Word, Network directory services software, Oracle Database, Oracle Solaris, Perl, React, RESTful API, Sales analysis software, SAP Business Objects, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Scheduling software, Security assertion markup language SAML, Single sign-on SSO, Structured query language SQL, UNIX, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
83,Healthcare Representative,Research & Development,0.05326070999429335,Low,,,,22,"Reading Comprehension, Active Listening, Mathematics, Admissions, discharge, and transfer ADT software, Database software, Electronic medical record EMR software, Epic Systems software, Google Docs, Manhattan Cross Cultural Group Quality Interactions, Medical condition coding software, MEDITECH software, Microsoft Access, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft Windows, Microsoft Word, Patient satisfaction assessment software, PracticeWorks Systems Kodak WINOMS CS, Prognosis Solutions ResolvPRM, rL Solutions Feedback MonitorPro",SQL Querying for Beginners
84,Manager,Research & Development,0.05238660370489467,Low,,,,57,"Reading Comprehension, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Act!, Adobe Acrobat, Airtable, Apple Keynote, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Citrix cloud computing software, Customer information control system CICS, Delphi Technology, Dropbox, Flipgrid, Fund accounting software, Geographic information system GIS software, Google Ads, Google Docs, GroupMe, HubSpot software, IBM InfoSphere DataStage, IBM Notes, Kronos Workforce Payroll, Medical condition coding software, Microsoft Access, Microsoft Dynamics, Microsoft Dynamics GP, Microsoft Internet Explorer, Microsoft Outlook, Microsoft Publisher, Microsoft SharePoint, Microsoft Word, Minitab, Mozilla Thunderbird, NetSuite ERP, NortonLifeLock cybersecurity software, Oracle Business Intelligence Enterprise Edition, Oracle Fusion Applications, Oracle JD Edwards EnterpriseOne, Oracle PeopleSoft, Oracle Primavera Enterprise Project Portfolio Management, Oracle Taleo, Personnel scheduling software, Quest Erwin Data Modeler, Salesforce.com Salesforce CRM, SAP Crystal Reports, SAS, Software on Sailboats Desktop Sales Manager, Splunk Enterprise, StataCorp Stata, The MathWorks MATLAB, Vanguard Software Vanguard Sales Manager, Veritas NetBackup, Yardi software",Enterprise Resource Planning with SAP
85,Manufacturing Director,Research & Development,0.4343005936031688,Medium,,,,37,"Active Listening, Writing, Speaking, Science, Critical Thinking, Learning Strategies, Monitoring, ABB Optimize IT Predict & Control, Adobe Acrobat, Adobe After Effects, Apple Final Cut Pro, Autodesk AutoCAD, AVEVA InTouch HMI, Citect IIM, CitectSCADA Reports, Clockware, Computer integrated manufacturing CIM software, Computer integrated manufacturing CIM warehouse shipping manager software, Database software, Distributed control system DCS, Exact Software JobBOSS, FileMaker Pro, Financial planning software, Landfill gas analysis software, Landtec System Software LFG Pro, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Minitab, Oracle PeopleSoft, Plant management software, Scadex Technologies MAESTRO, Supervisory control and data acquisition SCADA software, Web browser software, WorkTech MAXIMO, YouTube",FileMaker Pro Database Development
